Наименование;Бренд;Линейка;Категория;Количество;Сумма;Общая Стоимость
300 СВ_ТЛО-РУСЯВИЙ 3305909000,;PALETTE;Фитолиния;Краска;29;406;11774
4-60 ЗОЛОТИСТИЙ КАШТАНОВИЙ 3305909000,;SYOSS;OLEO INTENSE;Краска;14;405;5670
ШАМПУНЬ 225МЛ В_Д ЛУПИ CLASSIC 3305100000,;SCHAUMA;Шампунь;Уход за волосами;51;405;20655
500 ТЕМНО-РУСЯВИЙ 3305909000,;PALETTE;Фитолиния;Краска;29;403;11687
NATURAL&CARE Б_ЛИЙ ВИНОГРАД 90Г 3401110000,;FA;FA-мыло;Мыло;131;400;52400
NUTRI SKIN ЯГОДА АКАЇ 90Г 3401110000,;FA;FA-мыло;Мыло;131;400;52400
"11.БАЛЬЗАМ SILICONE FREE ""КОЛ_Р _ ОБ`ЄМ"" 500МЛ 3305909000,";SYOSS;Бальзам;Уход за волосами;24;397;9528
1.СИН.СЕР_Я ULTRA PURE П_НА Б/СИЛ_КОНУ 150МЛ 3305909000,;TAFT;Пена;Стайлинг;27;397;10719
"12.БАЛЬЗАМ SILICONE FREE ""В_ДНОВЛЕННЯ ТА СИЛА"" 500МЛ 3305909";SYOSS;Бальзам;Уход за волосами;19;395;7505
NUTRI SKIN ЗВОЛОЖЕННЯ 250МЛ 3304990000,;FA;FA-уход;Лосьойон для тела;20;387;7740
ШАМПУНЬ В_Д ЛУПИ Д/ЖИРНОГО ВОЛОССЯ 250МЛ 3305100000,;SEBORIN;Шампунь;Уход за волосами;25;384;9600
БАЛЬЗАМ 200МЛ PUSH-UP ОБ`ЄМ 3305909000,;SCHAUMA;Бальзам;Уход за волосами;60;381;22860
200 ЧОРНИЙ 3305909000,;PERFECT MOUSSE;PERFECT MOUSSE;Краска;11;380;4180
ШОВК _ МАГНОЛ_Я 250МЛ 3401300000,;FA;FA-гель для душа;Гель для душа;35;378;13230
4-86 ПРАЛ_НЕ М_КС 3305909000,;SYOSS;MIXING COLORS;Краска;12;377;4524
"9.""ЕКСТРЕМ.ОБ`ЄМ"" БАЛЬЗАМ Д/ВОЛОССЯ 200МЛ 3305909000,";GLISS KUR;Бальзам;Уход за волосами;26;377;9802
"8.""ЕКСТРЕМ.В_ДНОВЛЕННЯ"" БАЛЬЗАМ Д/ВОЛОССЯ 200МЛ 3305909000,";GLISS KUR;Бальзам;Уход за волосами;32;376;12032
4-88 ТЕМНИЙ НАСИЧЕНИЙ ЧЕРВОНИЙ 3305909000,;PALETTE; SALON COLORS;Краска;19;374;7106
ЧУДОВ_ МОМЕНТИ (ГОЛУБОЙ) 150МЛ 3307200000,;FA;FA-дез-аэрозоль;Дезодорант-аэрозоль;29;373;10817
3-82 ТЕПЛИЙ ЧЕРВОНО-КАШТАНОВИЙ 3305909000,;SYOSS;PRONATURE;Краска;14;372;5208
4-1 КАШТАНОВИЙ 3305909000,;SYOSS;SYOSS;Краска;14;372;5208
4.БАЛЬЗАМ VOLUME LIFT Д/ТОНК.ВОЛ. 500МЛ 3305909000,;SYOSS;Бальзам;Уход за волосами;18;372;6696
3.ШАМПУНЬ COLOR GUARD Д/ФАРБ.ВОЛ. 500МЛ 3305100000,;SYOSS;Шампунь;Уход за волосами;18;372;6696
9-52 БЛОНД М_КС 3305909000,;SYOSS;MIXING COLORS;Краска;12;370;4440
1-13 СМОРОДИНОВИЙ КОКТЕЙЛЬ 3305909000,;SYOSS;MIXING COLORS;Краска;12;370;4440
10-0 СЕРЕДН_Й ОСВ_ТЛЮВАЧ 3305909000,;SYOSS;SYOSS;Краска;14;370;5180
218 СР_БЛЯСТИЙ БЛОНДИН 3305909000,;PALETTE; DELUXE;Краска;15;364;5460
6.ХАЙД_ П_НА Д/ГАРЯЧОЇ УКЛАДКИ 150МЛ 3305909000,;TAFT;Пена;Стайлинг;25;363;9075
C9 ПОПЕЛЯСТИЙ БЛОНДИН 3305909000,;PALETTE;PALETTE;Краска;32;363;11616
888 ДИКА ВИШНЯ 3305909000,;BRILLANCE;BRILLANCE;Краска;13;359;4667
SPORT DOUBLE POWER SPORTY FRESH 250МЛ 3401300000,;FA;FA-гель для душа;Гель для душа;33;356;11748
7-0 СЕРЕДНЬО-РУСЯВИЙ 3305909000,;PALETTE; SALON COLORS;Краска;18;354;6372
10-2 ПОПЕЛЯСТИЙ БЛОНД 3305909000,;PALETTE; SALON COLORS;Краска;18;354;6372
7.KERATIN (4) П_НА Д/ВОЛОССЯ 150МЛ 3305909000,;TAFT;Пена;Стайлинг;30;353;10590
N7 РУСЯВИЙ 3305909000,;PALETTE;PALETTE;Краска;25;350;8750
N1 ЧОРНИЙ 3305909000,;PALETTE;PALETTE;Краска;25;350;8750
H6 МЕДОВИЙ КАШТАН 3305909000,;PALETTE;PALETTE;Краска;25;350;8750
650 ГОР_ХОВИЙ КАШТАНОВИЙ 3305909000,;PALETTE;Фитолиния;Краска;25;348;8700
4.БАЛЬЗАМ VOLUME LIFT Д/ТОНК.ВОЛ. 500МЛ 3305909000,;SYOSS;Бальзам;Уход за волосами;21;347;7287
7-6 РУСИЙ 3305909000,;SYOSS;SYOSS;Краска;13;346;4498
5-24 ХОЛОДНИЙ КАШТАНОВИЙ 3305909000,;SYOSS;PRONATURE;Краска;13;344;4472
7.KERATIN (3) ЛАК Д/ВОЛОССЯ 225МЛ 3305300000,;TAFT;Лак;Стайлинг;23;344;7912
ШАМПУНЬ 380МЛ ЛЕМОНГРАС Д/ЧОЛОВ_К_В 3305100000,;SCHAUMA;Шампунь;Уход за волосами;28;343;9604
ШАМПУНЬ В_Д ЛУПИ Д/ЧАСТОГО ВИКОРИСТАННЯ 250МЛ 3305100000,;SEBORIN;Шампунь;Уход за волосами;21;337;7077
"ТОН_К LIFT+ ""ЗВУЖ.ПОР"" 200МЛ 3304990000,";DIADEMINE;АНТИВ_КОВЕ ОЧИЩЕННЯ;Уход за кожей;12;336;4032
ПРИРОДНА СВ_Ж_СТЬ Б_ЛИЙ ЧАЙ 150МЛ 3307200000,;FA;FA-дез-аэрозоль;Дезодорант-аэрозоль;26;334;8684
840 ЗАЧАРОВУЮЧИЙ РУСЯВИЙ 3305909000,;BRILLANCE;BRILLANCE;Краска;12;332;3984
"12.ШАМПУНЬ SILICONE FREE ""В_ДНОВЛЕННЯ ТА СИЛА"" 500МЛ 3305100";SYOSS;Шампунь;Уход за волосами;16;332;5312
NUTRI SKIN INVISIBLE CONTROL 150МЛ 3307200000,;FA;FA-дез-аэрозоль;Дезодорант-аэрозоль;26;332;8632
Д.КАСПАР_ РОЗГЛАДЖ.ДЕННИЙ КРЕМ 50МЛ 3304990000,;DIADEMINE;LIFT+ DR.CASPARI;Уход за кожей;6;331;1986
9.ШАМПУНЬ ЧОЛОВ_ЧИЙ Д/ЖИРНОГО ВОЛ. 500МЛ 3305100000,;SYOSS;Шампунь;Уход за волосами;20;331;6620
"4.""NUTRITIVE"" ДОВГ.ВОЛ. МАСКА 1 ХВ. 200МЛ 3305909000,";GLISS KUR;Маска;Уход за волосами;16;329;5264
NUTRI SKIN ЗВОЛОЖЕННЯ 250МЛ 3401300000,;FA;FA-гель для душа;Гель для душа;30;324;9720
ЧИСТОТА ТА СВ_Ж_СТЬ ЛАЙМ _ _МБИР 250МЛ 3401209000,;FA;FA-жидкое мыло;Жидкое мыло;33;323;10659
218 ПОПЕЛЯСТИЙ БЛОНДИН 3305909000,;PALETTE;Фитолиния;Краска;23;322;7406
N2 ТЕМНО-КАШТАНОВИЙ 3305909000,;PALETTE;PALETTE;Краска;23;322;7406
ДИТЯЧИЙ ШАМПУНЬ+ГЕЛЬ BABY 225МЛ 3305100000,;SCHAUMA;Детский шампунь;Уход за волосами;25;321;8025
"2.""ЗАХИСТ КОЛЬОРУ"" ШАМПУНЬ Д/ВОЛОССЯ 250МЛ 3305100000,";GLISS KUR;Шампунь;Уход за волосами;22;319;7018
808 ЕЛЕГАНТНИЙ ЧЕРВОНО-КАШТАНОВИЙ 3305909000,;PALETTE; DELUXE;Краска;13;316;4108
6-0 ТЕМНО-РУСЯВИЙ 3305909000,;PALETTE; SALON COLORS;Краска;16;315;5040
МУС ДЛЯ УКЛАДКИ FIX&SMOOTH 250МЛ 3305909000,;SYOSS;Пена;Стайлинг;15;312;4680
200 ЧОРНИЙ 3305909000,;PERFECT MOUSSE;PERFECT MOUSSE;Краска;12;309;3708
"4.POWER П_НА Д/УКЛАДКИ ""Н_ЖН_СТЬ КАШЕМ_РУ"" 150МЛ 3305909000,";TAFT;Пена;Стайлинг;21;309;6489
NUTRI SKIN INVISIBLE CONTROL 50МЛ 3307200000,;FA;FA-дез-шариковый;Дезодорант-шариковый;32;307;9824
886 ЧЕРВОНА Н_Ч 3305909000,;BRILLANCE;BRILLANCE;Краска;11;304;3344
4.POWER ГЕЛЬ Д/УКЛАДКИ N-TOUCH 150МЛ 3305909000,;TAFT;Гель для укладки;Стайлинг;15;300;4500
0295 ЗВОЛОЖУЮЧИЙ Н_ЖНИЙ ТОН_К 200МЛ 3304990000,;DIADEMINE;NUTRI EFFECT;Уход за кожей;14;298;4172
13.ШАМПУНЬ OLEO INTENSE Д/СУХ.,ЛАМК.ВОЛ. 500МЛ 3305100000,;SYOSS;Шампунь;Уход за волосами;18;298;5364
390 СВ_ТЛА М_ДЬ 3305909000,;PALETTE;Фитолиния;Краска;21;298;6258
218 ПОПЕЛЯСТИЙ БЛОНДИН 3305909000,;PALETTE;Фитолиния;Краска;21;298;6258
ЧУТТЄВА ТРОЯНДА 50МЛ 3307200000,;FA;FA-дез-шариковый;Дезодорант-шариковый;31;298;9238
ПРИРОДНА СВ_Ж_СТЬ Б_ЛИЙ ЧАЙ 50МЛ 3307200000,;FA;FA-дез-шариковый;Дезодорант-шариковый;31;298;9238
13.МАСКА OLEO INTENSE Д/СУХ.,ЛАМК.ВОЛ. 250МЛ 3305909000,;SYOSS;Маска;Уход за волосами;12;295;3540
"12.МАСКА SILICONE FREE ""В_ДНОВЛЕННЯ ТА СИЛА"" 250МЛ 330590900";SYOSS;Маска;Уход за волосами;12;295;3540
8-0 СВ_ТЛО-РУСЯВИЙ 3305909000,;PALETTE; SALON COLORS;Краска;15;295;4425
4-89 ЧЕРВОНО-Ф_ОЛЕТОВИЙ 3305909000,;PALETTE; SALON COLORS;Краска;15;295;4425
"9.""ЕКСТРЕМ.ОБ`ЄМ"" ЕКСПРЕС-КОНДИЦ_ОНЕР 200МЛ 3305909000,";GLISS KUR;Экспресс-кондиционер;Уход за волосами;13;294;3822
KI6 М_ДНО-КАШТАНОВИЙ 3305909000,;PALETTE;PALETTE;Краска;21;294;6174
"8.""ЕКСТРЕМ.В_ДНОВЛЕННЯ"" ШАМПУНЬ Д/ВОЛОССЯ 250МЛ 3305100000,";GLISS KUR;Шампунь;Уход за волосами;25;294;7350
400 СЕРЕДНЬО-РУСИЙ 3305909000,;PALETTE; DELUXE;Краска;12;293;3516
ДИТЯЧИЙ ШАМПУНЬ Д/Д_ВЧАТОК 225МЛ 3305100000,;SCHAUMA;Детский шампунь;Уход за волосами;24;293;7032
3-24 ГОР_ХОВИЙ КАШТАНОВИЙ 3305909000,;SYOSS;PRONATURE;Краска;11;292;3212
"4.POWER П_НА Д/УКЛАДКИ ""Н_ЖН_СТЬ КАШЕМ_РУ"" 150МЛ 3305909000,";TAFT;Пена;Стайлинг;20;290;5800
"12.МАСКА SILICONE FREE ""В_ДНОВЛЕННЯ ТА СИЛА"" 250МЛ 330590900";SYOSS;Маска;Уход за волосами;12;288;3456
"11.МАСКА SILICONE FREE ""КОЛ_Р _ ОБ`ЄМ"" 250МЛ 3305909000,";SYOSS;Маска;Уход за волосами;12;288;3456
ЧУТТЄВА ТРОЯНДА 50МЛ 3307200000,;FA;FA-дез-шариковый;Дезодорант-шариковый;36;286;10296
C12 АРКТИЧНИЙ БЛОНДИН 3305909000,;PALETTE;PALETTE;Краска;20;284;5680
"8.""ЕКСТРЕМ.В_ДНОВЛЕННЯ"" МАСКА 1 ХВ. 200МЛ 3305909000,";GLISS KUR;Маска;Уход за волосами;17;280;4760
N3 КАШТАНОВИЙ 3305909000,;PALETTE;PALETTE;Краска;20;280;5600
C10 СР_БЛЯСТИЙ БЛОНДИН 3305909000,;PALETTE;PALETTE;Краска;20;280;5600
БАЛЬЗАМ 200МЛ К_В_ 3305909000,;SCHAUMA;Бальзам;Уход за волосами;35;279;9765
"1.""Р_ДКИЙ ШОВК"" МАСКА 1 ХВ. 200МЛ 3305909000,";GLISS KUR;Маска;Уход за волосами;12;277;3324
"9.""ЕКСТРЕМ.ОБ`ЄМ"" ЕКСПРЕС-КОНДИЦ_ОНЕР 200МЛ 3305909000,";GLISS KUR;Экспресс-кондиционер;Уход за волосами;15;272;4080
6.ШАМПУНЬ ANTI-DANDRUFF CONTROL ПРОТИ ЛУПИ 500МЛ 3305100000,;SYOSS;Шампунь;Уход за волосами;13;270;3510
RFE3 БАКЛАЖАН 3305909000,;PALETTE;PALETTE;Краска;19;269;5111
ЙОГУРТ АЛОЕ ВЕРА 250МЛ 3401300000,;FA;FA-гель для душа;Гель для душа;25;268;6700
230 Б_ЛЕ ЗОЛОТО 3305909000,;PALETTE; DELUXE;Краска;11;267;2937
11-0 СИЛЬНИЙ ОСВ_ТЛЮВАЧ 3305909000,;SYOSS;SYOSS;Краска;10;266;2660
8-52 ХОЛОДНИЙ СВ_ТЛО-РУСЯВИЙ 3305909000,;SYOSS;PRONATURE;Краска;10;266;2660
1-1 ЧОРНИЙ 3305909000,;SYOSS;SYOSS;Краска;10;266;2660
N6 СЕРЕДНЬО-РУСЯВИЙ 3305909000,;PALETTE;PALETTE;Краска;19;266;5054
ДЕЗ.СТ_К XTREME COOL 50МЛ 3307200000,;FA;FA-MEN XTREME;Дезодорант-стик;17;265;4505
2-28 ТЕМНИЙ ЧЕРВОНО-КАШТАНОВИЙ 3305909000,;SYOSS;PRONATURE;Краска;10;264;2640
SPORT DOUBLE POWER MEN POWER BOOST 50МЛ 3307200000,;FA;FA-дез-шариковый;Дезодорант-шариковый;24;264;6336
1.СИН.СЕР_Я ULTRA ЛАК Б/ЗАПАХУ 225МЛ 3305300000,;TAFT;Лак;Стайлинг;18;263;4734
7.KERATIN (3) П_НА Д/ВОЛОССЯ 150МЛ 3305909000,;TAFT;Пена;Стайлинг;18;261;4698
БАДЬОРЕ 90Г 3401110000,;FA;FA-мыло;Мыло;85;260;22100
NUTRI SKIN INVISIBLE CONTROL 150МЛ 3307200000,;FA;FA-дез-аэрозоль;Дезодорант-аэрозоль;20;257;5140
5-68 ЧЕРВОНО-КАШТАНОВИЙ 3305909000,;PALETTE; SALON COLORS;Краска;13;256;3328
СПОРТ 50МЛ 3307200000,;FA;FA-дез-шариковый;Дезодорант-шариковый;23;254;5842
"2.ЧЕРВ.СЕР_Я ЛАК ЗСФ ""СЯЯННЯ Д_АМАНТ_В"" 225МЛ 3305300000,";TAFT;Лак;Стайлинг;21;251;5271
880 ТЕМНИЙ КАШТАН 3305909000,;BRILLANCE;BRILLANCE;Краска;9;250;2250
"8.""ЕКСТРЕМ.В_ДНОВЛЕННЯ"" ЕКСПРЕС-КОНДИЦ_ОНЕР 200МЛ 3305909000";GLISS KUR;Экспресс-кондиционер;Уход за волосами;11;249;2739
"11.БАЛЬЗАМ SILICONE FREE ""КОЛ_Р _ ОБ`ЄМ"" 500МЛ 3305909000,";SYOSS;Бальзам;Уход за волосами;12;249;2988
10.ШАМПУНЬ SUBSTANCE&STRENGTH Д/НОРМ.ВОЛ. 500МЛ 3305100000,;SYOSS;Шампунь;Уход за волосами;12;249;2988
NUTRI SKIN ЗВОЛОЖЕННЯ 500МЛ 3307300000,;FA;FA-пенна;Пена для ванны;14;248;3472
4-86 ПРАЛ_НЕ М_КС 3305909000,;SYOSS;MIXING COLORS;Краска;8;247;1976
NUTRI SKIN ЗВОЛОЖЕННЯ 250МЛ 3401300000,;FA;FA-жидкое мыло;Жидкое мыло;20;246;4920
SPORT DOUBLE POWER SPORTY FRESH 250МЛ 3401300000,;FA;FA-гель для душа;Гель для душа;22;242;5324
500 ТЕМНО-РУСЯВИЙ 3305909000,;PALETTE;Фитолиния;Краска;17;241;4097
ШАМПУНЬ В_Д ЛУПИ Д/ЖИРНОГО ВОЛОССЯ 250МЛ 3305100000,;SEBORIN;Шампунь;Уход за волосами;15;240;3600
1-4 СИНЬО-ЧОРНИЙ 3305909000,;SYOSS;SYOSS;Краска;9;239;2151
8-1 СВ_ТЛО-РУСЯВИЙ 3305909000,;SYOSS;PRONATURE;Краска;9;239;2151
3-24 ГОР_ХОВИЙ КАШТАНОВИЙ 3305909000,;SYOSS;PRONATURE;Краска;9;238;2142
RFE3 БАКЛАЖАН 3305909000,;PALETTE;PALETTE;Краска;17;238;4046
ШАМПУНЬ 380МЛ Ф_ТО-ЗМ_ЦНЕННЯ 3305100000,;SCHAUMA;Шампунь;Уход за волосами;20;238;4760
NUTRI SKIN INVISIBLE CONTROL 50МЛ 3307200000,;FA;FA-дез-шариковый;Дезодорант-шариковый;24;238;5712
5.COMPLETE П_НА Д/УКЛАДКИ 150МЛ 3305909000,;TAFT;Пена;Стайлинг;16;235;3760
ДЕЗ.СТ_К XTREME SPORTS 50МЛ 3307200000,;FA;FA-MEN XTREME;Дезодорант-стик;15;233;3495
ЙОГУРТ АЛОЕ ВЕРА 90Г 3401110000,;FA;FA-мыло;Мыло;94;229;21526
9.ШАМПУНЬ ЧОЛОВ_ЧИЙ Д/ЖИРНОГО ВОЛ. 500МЛ 3305100000,;SYOSS;Шампунь;Уход за волосами;11;228;2508
C1 СИНЬО-ЧОРНИЙ 3305909000,;PALETTE;PALETTE;Краска;20;227;4540
868 ШОКОЛАДНО-КАШТАНОВИЙ 3305909000,;PALETTE;Фитолиния;Краска;16;222;3552
ШАМПУНЬ 225МЛ З ОЛ_ЄЮ АРГАНА 3305100000,;SCHAUMA;Шампунь;Уход за волосами;28;222;6216
SPORT DOUBLE POWER SPORTY FRESH 50МЛ 3307200000,;FA;FA-дез-шариковый;Дезодорант-шариковый;23;220;5060
400 СЕРЕДНЬО-РУСИЙ 3305909000,;PALETTE; DELUXE;Краска;25;220;5500
NATURAL&CARE Б_ЛИЙ ВИНОГРАД 90Г 3401110000,;FA;FA-мыло;Мыло;90;219;19710
"8.""ЕКСТРЕМ.В_ДНОВЛЕННЯ"" МУС-ДОГЛЯД 125МЛ 3305909000,";GLISS KUR;Мусс-уход;Уход за волосами;9;218;1962
ДЕЗ.СТ_К XTREME DRY 50МЛ 3307200000,;FA;FA-MEN XTREME;Дезодорант-стик;14;218;3052
3.ЗЕЛ.СЕР_Я ЛАК ЗСФ Д/ТОНКОГО ВОЛОССЯ 225МЛ 3305300000,;TAFT;Лак;Стайлинг;15;218;3270
NATURAL&POWER Б_ЛИЙ ВИНОГРАД 50МЛ 3307200000,;FA;FA-дез-шариковый;Дезодорант-шариковый;22;218;4796
"12.""ОЛ_Я МАРАКЕШ _ КОКОС"" БАЛЬЗАМ Д/ВОЛОССЯ 200МЛ 3305909000";GLISS KUR;Бальзам;Уход за волосами;15;217;3255
10.СПРЕЙ SUBSTANCE&STRENGTH Д/НОРМ.ВОЛ. 250МЛ 3305909000,;SYOSS;Спрей;Уход за волосами;9;216;1944
9-7 СВ_ТЛИЙ М_ДНИЙ 3305909000,;PALETTE; SALON COLORS;Краска;11;216;2376
ШАМПУНЬ 225МЛ К_В_ 3305100000,;SCHAUMA;Шампунь;Уход за волосами;27;215;5805
C10 СР_БЛЯСТИЙ БЛОНДИН 3305909000,;PALETTE;PALETTE;Краска;15;213;3195
ЛАК ДЛЯ ВОЛОССЯ MAX HOLD 400МЛ 3305300000,;SYOSS;Лак;Стайлинг;9;212;1908
"9.""ЕКСТРЕМ.ОБ`ЄМ"" ШАМПУНЬ Д/ВОЛОССЯ 250МЛ 3305100000,";GLISS KUR;Шампунь;Уход за волосами;18;212;3816
SPORT DOUBLE POWER SPORTY FRESH 50МЛ 3307200000,;FA;FA-дез-шариковый;Дезодорант-шариковый;22;211;4642
868 ШОКОЛАДНО-КАШТАНОВИЙ 3305909000,;PALETTE;Фитолиния;Краска;15;210;3150
N5 ТЕМНО-РУСЯВИЙ 3305909000,;PALETTE;PALETTE;Краска;15;210;3150
B9 БЕЖЕВИЙ БЛОНД 3305909000,;PALETTE;PALETTE;Краска;15;210;3150
G4 КАКАО 3305909000,;PALETTE;PALETTE;Краска;15;210;3150
SENSUAL&OIL КВ_ТКА Т_АРЕ 250МЛ 3401300000,;FA;FA-жидкое мыло;Жидкое мыло;17;209;3553
678 ЧЕРВОНИЙ ГРАНАТ 3305909000,;PALETTE;Фитолиния;Краска;15;208;3120
ШАМПУНЬ 380МЛ СВ_Ж_СТЬ БАВОВНИ 3305100000,;SCHAUMA;Шампунь;Уход за волосами;17;203;3451
"2.ЧЕРВ.СЕР_Я ГЕЛЬ-В_СК ""СЯЯННЯ Д_АМАНТ_В"" 75МЛ 3305909000,";TAFT;Гель-воск;Стайлинг;10;200;2000
ПРИРОДНА СВ_Ж_СТЬ Б_ЛИЙ ЧАЙ 50МЛ 3307200000,;FA;FA-дез-шариковый;Дезодорант-шариковый;25;199;4975
C1 СИНЬО-ЧОРНИЙ 3305909000,;PALETTE;PALETTE;Краска;14;198;2772
RI5 ВОГНЯНИЙ ЧЕРВОНИЙ 3305909000,;PALETTE;PALETTE;Краска;14;198;2772
"8.""ЕКСТРЕМ.В_ДНОВЛЕННЯ"" OIL ЕЛ_КСИР 75МЛ 3305909000,";GLISS KUR;Эликсир;Уход за волосами;9;196;1764
900 ЧОРНИЙ 3305909000,;PALETTE; DELUXE;Краска;8;195;1560
706 БЛАГОРОДНИЙ ТЕМНО-КАШТАНОВИЙ 3305909000,;PALETTE; DELUXE;Краска;8;195;1560
SENSUAL&OIL КВ_ТКА Т_АРЕ 500МЛ 3307300000,;FA;FA-пенна;Пена для ванны;9;195;1755
W2 ТЕМНИЙ ШОКОЛАД 3305909000,;PALETTE;PALETTE;Краска;17;193;3281
H8 МЕДОВИЙ БЛОНД 3305909000,;PALETTE;PALETTE;Краска;17;193;3281
"12.""ОЛ_Я МАРАКЕШ _ КОКОС"" ШАМПУНЬ Д/ВОЛОССЯ 250МЛ 3305100000";GLISS KUR;Шампунь;Уход за волосами;13;191;2483
7.KERATIN (3) П_НА Д/ВОЛОССЯ 150МЛ 3305909000,;TAFT;Пена;Стайлинг;13;191;2483
9-1 ДУЖЕ СВ_ТЛИЙ БЛОНД 3305909000,;SYOSS;SYOSS;Краска;7;186;1302
1-1 ЧОРНИЙ 3305909000,;SYOSS;PRONATURE;Краска;7;186;1302
4-1 КАШТАНОВИЙ 3305909000,;SYOSS;PRONATURE;Краска;7;186;1302
219 ХОЛОДНИЙ БЛОНДИН 3305909000,;PALETTE;Фитолиния;Краска;13;184;2392
ДИТЯЧИЙ ШАМПУНЬ Д/Д_ВЧАТОК 225МЛ 3305100000,;SCHAUMA;Детский шампунь;Уход за волосами;15;184;2760
219 ХОЛОДНИЙ БЛОНДИН 3305909000,;PALETTE;Фитолиния;Краска;13;182;2366
800 ТЕМНО-КАШТАНОВИЙ 3305909000,;PALETTE;Фитолиния;Краска;13;182;2366
VN3 СЛИВА 3305909000,;PALETTE;PALETTE;Краска;13;182;2366
700 КАШТАНОВИЙ 3305909000,;PALETTE;Фитолиния;Краска;13;182;2366
800 ТЕМНО-КАШТАНОВИЙ 3305909000,;PALETTE;Фитолиния;Краска;13;181;2353
218 ПОПЕЛЯСТИЙ БЛОНДИН 3305909000,;PALETTE;Фитолиния;Краска;13;181;2353
750 ЗОЛОТИСТИЙ КАШТАН 3305909000,;PALETTE;Фитолиния;Краска;16;181;2896
6908 МАТУВАННЯ ТА ЗВОЛОЖЕННЯ ДЕННИЙ ДОГЛЯД 50МЛ 3304990000,;DIADEMINE;ОСНОВНА ПРОГРАМА;Уход за кожей;7;179;1253
"12.""ОЛ_Я МАРАКЕШ _ КОКОС"" БАЛЬЗАМ Д/ВОЛОССЯ 200МЛ 3305909000";GLISS KUR;Бальзам;Уход за волосами;12;176;2112
"8.""ЕКСТРЕМ.В_ДНОВЛЕННЯ"" ШАМПУНЬ Д/ВОЛОССЯ 250МЛ 3305100000,";GLISS KUR;Шампунь;Уход за волосами;12;176;2112
SPORT DOUBLE POWER SPORTY FRESH 50МЛ 3307200000,;FA;FA-дез-шариковый;Дезодорант-шариковый;22;175;3850
"4.POWER ЛАК ""Н_ЖН_СТЬ КАШЕМ_РУ"" 225МЛ 3305300000,";TAFT;Лак;Стайлинг;12;174;2088
"4.POWER П_НА Д/УКЛАДКИ ""Н_ЖН_СТЬ КАШЕМ_РУ"" 150МЛ 3305909000,";TAFT;Пена;Стайлинг;12;174;2088
